5000 5000
91704700 377750 47771
75597469 658081 75706
773864518 76904 33753
935033994 714325 76919
120223379 393917 43185
618162842 280056 76125
218578434 443750 38353
961704714 657666 78708
341923610 688410 74455
79709003 917721 65575
680011097 680413 1579
297231763 285199 25501
48519025 853512 18874
842562100 930059 69445
880860164 211664 19818
306412291 791157 70540
103549605 556158 60662
745930838 559554 73783
139840720 329918 64747
475084621 162672 49384
998708549 994440 44503
160085306 461592 84706
206234815 475611 46051
926319664 213309 7029
101040316 68459 93822
774476393 132400 46157
299661231 516566 44728
32704377 335919 19258
151669136 844570 40651
349788588 540196 87632
195574387 40676 81752
84933322 412260 31476
737960147 445562 7621
767315817 474992 53310
751114342 482105 62752
126540235 161763 25256
280603629 340736 38353
771471654 313601 78737
425343993 282689 91520
265777308 795928 70556
855998685 346231 51617
627351792 109718 37519
622404223 676393 6512
804093357 112227 42674
941248185 231285 96820
236229188 534187 94785
623382684 344921 38033
811086068 555343 81123
654121518 398485 71822
465523182 715788 79166
110133094 724188 54545
283641351 766726 89534
617466163 677362 86375
108922886 716279 28622
745511545 207844 83600
325943754 226025 8731
636398 151991 77880
472548749 719242 67628
905247813 109743 43021
755991957 497007 37200
803950784 940036 12734
941947374 401188 42293
336625247 811563 67579
464777056 820088 12228
441161525 565175 75579
749132623 539853 29896
201870189 530831 267
779223079 720542 37077
933280251 104731 50343
278758615 635968 79684
100069695 624086 72399
739100065 352507 51469
37661260 878384 4201
133101995 137123 18479
848180950 752179 72887
553777972 999950 17465
876413927 675720 84926
922286843 170141 45539
980108503 929697 21688
30649569 769027 10353
379017407 216465 23609
501547077 716751 65754
449120818 926645 96587
997865523 445876 66812
576293763 785036 5115
467210217 106125 32995
265054436 727555 86979
84477286 443153 14185
47099362 958243 34716
13147019 739629 49530
984968715 16072 65711
793858729 128851 97991
435997089 813487 13340
33768580 950854 98236
958542334 202802 47373
9647588 684983 96357
791405773 593264 7592
448129600 822795 23499
160110717 611563 24650
627929022 593386 73129
822868681 562432 38728
77066653 725281 96643
9772253 432916 83499
121201275 528124 10159
543987075 367025 39213
768242013 408319 38252
65335995 861899 28296
819185692 129344 22216
43579347 346189 52050
697085802 884023 35725
441079746 357622 20617
433811687 357087 48841
505076180 203834 64611
718199819 380175 35901
5759071 334599 19403
487332011 412445 61361
835643178 406417 2184
934804467 662933 31027
156173727 220015 55112
21682980 138172 68859
888472745 127292 16574
197481419 340076 67105
444434267 496923 8651
710659425 421629 1236
115792284 767174 87221
478542984 960149 37936
16419432 260059 71474
843821955 30314 75774
673035986 796021 92236
141081978 317848 18453
153477960 964129 95826
999141040 122734 39092
629147421 456192 88304
148046951 582259 20080
172662921 728608 90201
411267829 196459 10046
412293052 653782 16777
777129543 485816 45053
492154669 495740 17777
781097933 355432 87355
899091799 130915 25276
323420908 568604 36526
81971602 665427 82804
252946400 123126 7550
788891662 923608 21567
913266304 901017 23658
611870824 726763 3798
944055613 253437 81034
927421954 98583 30320
46077218 142334 11310
551612498 18826 38328
797729841 462912 62310
302868181 447627 95673
256099540 322227 6224
628856977 893535 99038
27729112 114643 20275
1740975 974103 60365
662221684 972668 96329
762089979 98024 74139
258103970 412783 17929
530586581 80789 11686
142739217 751637 43930
276563508 609622 78324
506375399 563631 41016
898620992 228090 44263
725640459 682139 29642
260735633 493404 9667
100244506 91098 18307
519998639 519311 92691
944000348 333866 49209
171909846 295171 34631
669965200 166998 2432
654289655 831752 53253
444101251 164509 89627
466191899 57269 75356
47121327 162315 21744
780142625 460152 11266
101676884 180658 82785
739288135 128070 81716
751667202 563977 40103
834459781 289193 96704
709333968 443084 5902
727706766 138561 25519
425926520 760634 41445
27727988 98973 41888
169662766 676526 90068
114245443 496876 33326
85714965 649314 15527
150727437 296770 98350
10837345 930525 93628
699314594 24402 60815
561944271 962512 25366
393960553 965931 2815
899953837 143171 25570
963106186 748451 59327
489156037 634400 379
476272277 660757 19554
915183575 672299 78383
971060187 602782 78098
288655560 178542 87550
22133835 357418 32820
86456978 853110 77933
347151876 683298 7652
273001386 308180 554
810955122 950313 23916
901650112 680547 78539
701256482 500030 26748
609341024 210373 15470
130314298 986957 31929
948706477 8643 94362
642940694 522387 82704
761836063 889877 71291
483895041 724469 76241
120320840 746179 87798
300364857 746396 95402
962798598 836152 86156
168876161 938148 91905
759918561 38714 55275
105313754 291437 79868
275767165 930444 93691
652602643 194270 5195
88661173 325344 21093
797726286 189132 60839
568376044 938131 64155
638411752 427815 71802
296980001 613708 89387
991424268 950269 45375
567355659 398327 43616
503093361 817521 70804
597724437 467863 20644
506360049 740353 25396
661679682 44535 10557
437681901 945208 55913
426123535 64530 66323
456657611 699713 53659
275224579 751536 68716
879338056 734373 42323
228355188 166705 92935
122608460 6084 17189
247280635 355627 19364
209528339 314049 64557
716384594 894476 6614
80696062 633717 34199
690326621 585941 27771
976209538 366731 86505
350563057 432158 59314
466458556 854488 57849
893226595 181536 92075
291057163 651124 41436
788209112 377651 30418
313141588 207594 5140
910923839 630286 55440
966272096 679668 6802
295150798 63565 38217
388582446 791006 23914
518948010 24863 79212
939204496 970530 36266
98832275 904600 99922
191317316 22267 4719
383247331 257345 61458
123245843 267614 68402
807122487 808686 94172
888603422 714200 74560
928882273 634558 68389
366000745 725532 45679
295570788 894255 70990
236918699 140444 34074
211142844 436305 65717
149099074 880981 7778
196344311 528000 16468
811755415 432763 40943
394302238 59748 68505
740924473 440198 35497
729865389 273447 95010
655695245 889539 73168
986682691 467718 31817
745578471 376802 67792
539639758 865307 22195
920925165 111109 97359
911995991 288560 60260
661553877 777875 19814
451162804 103050 96448
779768000 364142 13469
602785756 356022 25496
191645985 482812 32588
11150271 230590 28280
605404897 678005 53600
602640923 798851 18463
706961401 819391 80660
907947500 135661 58078
69163825 269379 4531
77011704 999787 21230
568806504 328530 80941
79749031 8747 75721
114142331 258697 13080
231492557 405609 80264
768494841 18972 75340
94815900 107811 45100
483920336 917137 54481
423402165 635366 70835
7521549 81595 72451
625105973 127708 59734
31177457 643569 35630
581068217 808188 85110
289367863 657129 6338
88349258 527733 3814
987769424 407525 22735
459739118 466378 54281
235299148 405094 78572
416064038 608671 15333
290091770 373034 18013
474714548 288640 11231
990835310 43668 48400
948909830 766975 48673
560213660 912050 66697
210866791 30044 8053
108428661 900812 83222
782477526 166677 11753
814921058 139845 84215
628246690 835349 61555
252803614 404519 15817
999589087 131083 71490
621349922 117698 56430
631315238 888824 26849
376858805 725565 78651
716085031 15420 43047
114698593 386559 71721
555859415 881703 4688
90667307 350278 80753
393994173 948341 15999
193312308 296515 27311
774349159 597594 94534
376412818 981305 57183
892343668 608913 76993
605940888 95273 12571
774518365 277801 18282
144517499 510942 2870
332400673 21794 64649
466710211 542016 76350
858153751 643009 12576
355302878 810472 26787
164814215 774770 48822
92137310 565924 60448
307103245 581025 17900
751885492 67926 2348
95910678 474085 5055
890489160 990893 56778
188193593 895980 60526
467318069 935303 18092
424038372 624917 89399
848104494 500706 49629
640710927 730012 83807
537764628 338307 29401
782348165 861874 85932
69583300 212725 47049
578532074 875579 74581
115003367 378952 50688
521619188 941614 35070
490423775 338902 93449
210687909 337232 18199
337322050 274010 33238
190689654 970590 35635
891754775 664955 64250
17108891 568023 71450
983372199 149422 40454
143938302 746647 8870
424829902 501485 76052
540872015 524060 5588
835802336 87178 53966
547841490 228622 28371
475144452 568569 93033
187747970 113723 19066
446458863 747170 62851
159263944 579493 52641
132491349 4921 44577
671964165 168790 12382
149709990 614674 50368
104581200 876799 64500
432243147 344554 74483
816070322 425640 57791
785375161 278685 95926
708605750 375647 93532
490568800 924974 78796
83889897 228664 86741
514578732 621532 40726
282511284 138432 42939
886733262 815802 42138
91525441 8649 21237
772092145 972968 96595
825269014 539939 61224
272177479 664364 54525
975538545 69835 2025
286300221 257042 43791
515265526 883001 1742
887910862 529022 2869
106348979 474705 98862
827351008 978643 87553
680867688 931025 79724
196476985 799698 73752
854233359 549559 36673
986735429 970743 38146
766971402 188065 4599
409837722 681637 20269
294249656 930028 15191
982144993 275880 48688
651198217 163834 38985
666448729 996688 57685
661957926 636290 49854
467410379 317480 37231
690379856 155645 2655
281266143 757127 39193
665477388 222982 67299
662990809 717897 60911
273234753 489626 87157
634162566 11273 17953
120003494 554288 4139
978255499 529441 83861
631491836 935336 66588
432391384 19461 40985
478068180 346911 51247
983388524 844896 2324
884451791 271791 64396
896243313 507971 60208
412060775 65818 96150
174104229 174855 95453
515901874 122748 11259
34240752 263858 3259
79491041 765755 6554
158861049 217583 23956
503587428 785064 26847
664778221 699382 19954
666737213 563392 17647
596577923 30949 10679
529242381 231609 9458
258367471 16397 77685
805411650 190949 1154
754292976 892750 83390
248738362 66649 81796
201406137 552427 90093
63784892 173518 96127
305541917 918950 38059
239206615 537784 92881
208271613 213920 90536
469499937 165049 55783
206710491 849538 74343
595656355 341853 63288
472419541 119357 58113
160820079 957389 3016
385503326 791666 48117
998684549 16932 72588
74832029 35774 20240
38599037 573136 66918
963610391 400909 47837
611598192 454671 83991
394857788 34183 83851
268276647 790899 80096
237375543 9266 76985
484300888 319647 85186
138922357 846808 37529
642876399 506712 5383
2134253 16480 64068
176319203 281972 88811
358784748 318865 12577
240079232 397196 96918
644750439 365794 16424
840434245 226376 32723
813390729 131013 87296
259851039 770827 735
58166112 762172 39453
549884932 442485 71768
431127837 33677 18329
316505053 372008 58818
342033622 371711 54439
876518459 441272 16958
654718758 701481 95821
103238363 313981 26123
627255318 123338 38927
67983119 705243 36723
443729103 657126 19536
359047963 182629 71059
818975564 242977 69762
138439261 504422 825
373243580 824230 37430
313959645 176871 58753
13529491 652399 46061
957476308 844354 83850
836047873 183076 19596
756129043 262544 70378
744927754 579504 14822
99915929 151956 53190
399447476 547066 96509
892142131 435539 67083
498566045 395409 10855
648027013 920529 64076
857295845 557207 94066
899072379 645027 92791
718825407 473600 92354
703021796 72890 1137
244331357 209735 29147
64012940 642391 23603
294685173 870542 98743
639854885 855777 27274
16950260 739844 31956
361044884 262596 88116
419713356 956935 89187
622860151 881773 45833
731810277 251397 61712
410803177 346870 39268
912791906 30180 26215
823858704 81477 5127
376527458 19222 22732
917826969 807632 35505
