100000 100
418966573 953 217
584264751 78536 78335
231690693 22495 22889
441794976 72646 72302
533114907 90736 90548
488546605 36521 36245
986328134 42233 42830
529368899 46639 46611
844217516 60879 60019
543489105 40345 40853
945879214 26126 26388
336599710 58666 58555
608149205 40885 40562
578514547 815 330
239836517 98649 98607
570089311 36554 36698
936788143 84749 84796
594909742 64906 64076
617072680 48433 48839
617707696 94992 94021
207363307 28175 28886
28468802 18031 18221
666599671 40201 40056
504725195 70419 70408
116846276 8113 8781
429299425 84186 84063
980766452 18016 18876
238787893 16941 16341
735413273 64873 64082
545212497 32366 32693
238147106 58424 58811
530575623 86178 86728
300680033 52976 52734
146521442 92862 92146
965889105 38648 38885
660307122 50832 50230
802825439 46041 46537
935703499 38325 38976
10978742 24982 24199
611202591 48093 48136
419333132 62410 62501
992244437 20335 20896
65785651 203 680
600658239 18425 18912
815131702 68166 68888
59991981 8128 8199
240097377 60948 60306
844369499 88912 88257
704741686 60657 60292
722771836 70928 70537
113400508 82035 82164
957885823 34675 34093
600575050 40068 40575
867551613 50932 50126
458698094 10517 10334
250287275 28803 28076
909103935 90047 90115
431180312 92809 92471
335327231 72974 72927
808178023 22700 22795
54281277 22536 22565
167943077 88564 88047
980908840 90500 90830
282291271 32573 32750
212360063 84438 84110
514889066 78604 78347
184212878 96743 96642
594387094 58198 58790
826060418 24598 24845
364135950 84138 84880
320786185 76857 76652
969092062 86880 86113
131268868 66808 66462
30428636 24171 24663
844947771 50077 50194
140313635 58584 58720
544647159 8777 8046
249625389 66637 66660
713002198 6710 6704
491074022 26612 26015
919132620 56950 56867
129132624 46529 46945
947491907 18463 18494
117511213 98305 98960
295700820 24373 24994
67499780 2084 2827
143529929 60703 60513
341790276 68674 68377
338743767 64496 64776
333453196 38688 38710
231251443 36840 36198
219534777 36715 36216
746276156 98729 98851
92830443 14046 14692
965783344 26200 26013
515239138 18919 18766
337169945 16982 16269
787337890 28185 28434
762331576 46169 46344
680293518 78765 78839
258465544 18480 18379
631341975 46634 46485
550924435 56524 56163
678573147 4856 4663
620209912 8479 8768
501960395 60091 60740
641072223 98477 98505
240689562 46146 46291
855771597 92230 92765
926806127 22152 22940
896861684 96679 96556
600525533 62231 62933
312588042 48851 48583
673445891 96422 96224
427766716 18552 18130
493305792 20259 20471
454121159 36187 36157
767387513 10650 10859
733185749 88342 88913
322016843 92018 92843
249633410 50670 50573
1195734 2633 2934
203638640 30880 30246
233245583 90623 90227
624584756 86450 86222
283596091 98031 98948
541759505 46143 46935
771707298 98621 98424
784571001 14004 14518
469114344 34458 34173
89650340 546 408
270040235 20853 20226
178204553 98428 98786
956587779 34302 34497
429992512 58047 58317
792042687 46980 46705
598868905 38410 38740
270000516 78953 78623
779395618 22399 22140
609513154 46978 46023
620101223 14858 14337
2462847 84920 84143
77227210 28374 28416
370470755 80641 80909
141156946 12240 12744
445379627 16879 16566
229104748 56115 56599
967169040 90608 90957
574309394 78947 78427
112739834 4884 4082
301434017 26155 26675
306380097 34464 34555
109081454 80406 80607
319708949 48776 48340
890004393 6536 6982
10010744 82465 82423
218819878 4330 4339
845167876 6268 6286
314713931 2636 2447
896909190 66259 66829
877808821 20249 20439
323699245 66378 66745
384654745 54143 54715
403002322 66143 66364
450117969 60000 60838
689075221 44812 44063
554048732 80792 80072
436759896 40971 40635
183306420 48582 48997
856964143 42385 42879
884838652 24844 24953
63140540 66562 66198
838009070 8287 8076
557801908 14819 14641
311696037 60721 60486
589666209 98694 98510
685288828 42656 42086
554147887 16992 16763
561380644 30396 30696
536337820 86413 86367
753668426 80664 80454
953490317 74868 74720
807266123 4530 4087
472225491 20206 20659
526660057 48613 48472
520670771 46785 46794
346733147 66731 66044
323197425 64403 64322
896281352 26451 26150
623273818 98876 98501
185229252 38265 38127
629587381 90642 90969
127097724 28496 28990
255070002 40740 40425
457247059 42190 42117
73096 80956 80548
665202678 64121 64524
85650229 20278 20603
818846049 52141 52325
572933141 92601 92816
18037034 48822 48602
39857513 14479 14884
288434668 94779 94103
337208963 2375 2562
876141323 86912 86254
565977550 72352 72669
308930045 70188 70460
633657155 88018 88816
920426303 4702 4297
241268500 74720 74924
660434629 70244 70604
488106305 42108 42373
215072971 52722 52854
282474816 78110 78486
292553151 28132 28943
311083869 94338 94990
796265874 672 607
301277788 72335 72351
381812872 74369 74363
861541528 98570 98510
624194439 8532 8617
540034477 92459 92363
956558536 4298 4864
850125117 58837 58353
214571304 86290 86624
813265697 8086 8694
891774049 18412 18021
498006814 70201 70298
592321218 10923 10388
953081155 2454 2032
969294101 58382 58668
599755481 84641 84302
829040596 52927 52384
854720427 38573 38849
909986919 34880 34170
533259859 60280 60396
98879258 94445 94582
968771883 92175 92557
634406884 30056 30982
902953695 46759 46693
11829800 788 113
851905968 60928 60414
866196786 2473 2028
443171532 12310 12509
528034091 62398 62443
909951368 4409 4552
246731046 34705 34035
583635224 22596 22645
451669764 26113 26622
820666979 44264 44107
171032326 58286 58249
140529693 10661 10593
274303818 26611 26755
176356155 52490 52952
289007705 82765 82871
111084316 88496 88621
61193813 70849 70578
146567075 44141 44234
990822618 8160 8499
297009012 82539 82335
609809703 30942 30870
120226120 70776 70722
953109570 30499 30065
22218340 70409 70064
140830871 76454 76849
812588051 8575 8373
165871576 84439 84211
102385018 88626 88450
821230119 28695 28955
359636558 30336 30253
800946974 56310 56963
805152379 50665 50372
334478479 68826 68689
136493155 62542 62388
495818120 76998 76499
536766250 42739 42491
313665807 92157 92331
359415766 56555 56491
304755166 74891 74913
620732893 66668 66588
136215222 42359 42614
577059594 12943 12777
353180611 12611 12157
570685741 12458 12300
663031738 74162 74504
806191281 40009 40204
762966218 42042 42324
482772925 94368 94964
793204979 26117 26123
807000063 98183 98453
282895575 96823 96075
979581259 84872 84282
414987249 22783 22249
397980278 54688 54066
591565338 84323 84041
534890551 62665 62985
46096899 82456 82862
251781826 30119 30786
730432986 40850 40532
272848368 96552 96988
621710002 60836 60080
686639558 32073 32442
273786551 20570 20259
588165116 24874 24615
410198648 10216 10671
439427385 42586 42434
931167046 60558 60206
887346531 76908 76166
198574571 42511 42683
902620268 40547 40765
12763920 42167 42586
676456443 76205 76829
92686485 64643 64520
256926219 80627 80027
899767778 56395 56041
9898276 62447 62406
942199085 18539 18458
950275097 86409 86985
337824250 26099 26353
845876071 4730 4145
41200868 72327 72525
50880681 28531 28310
543521732 36431 36894
253991504 20065 20378
431590445 48095 48978
238780084 74189 74631
499247101 50381 50191
718251408 60122 60139
225134932 18196 18737
604048822 2244 2816
693190745 72775 72341
292008294 56210 56924
59070453 62500 62651
705368873 24219 24026
685238592 52639 52550
690751067 88831 88510
773679585 8450 8032
209175964 66903 66083
334071147 76711 76190
796818210 44773 44712
954222597 98905 98001
117710493 6679 6252
69152642 8387 8944
236070277 22990 22693
108623730 94155 94259
809630404 76484 76758
245855189 50755 50890
513869991 30269 30477
85223631 24752 24160
771970840 38840 38657
773094827 38071 38899
620510654 30984 30950
5610103 50186 50090
132662182 62060 62975
756215880 90317 90300
372737833 88791 88858
447601498 74217 74293
172567466 84486 84134
522551444 92443 92884
202684520 68267 68085
625419307 48777 48325
740228984 40850 40542
270127509 84167 84556
303223630 86052 86876
925913330 60297 60590
868075951 32748 32789
377592363 12491 12171
173952500 92514 92311
123690611 844 251
316605743 32006 32835
549482291 82247 82383
28030881 4576 4039
381844395 8785 8929
166269684 60772 60847
857134082 18389 18268
246601261 70475 70765
732124085 72561 72377
784869355 74538 74404
771554162 58993 58790
927683555 74742 74274
791463120 98035 98420
639686445 22411 22630
160484820 60304 60284
766659996 6662 6220
702045522 64673 64655
898257000 90921 90149
734230992 80362 80460
622777504 98851 98906
95554577 12228 12695
300917519 50376 50205
108130688 96549 96010
153745432 40481 40177
800687664 60454 60339
838720926 62178 62864
794948843 34200 34577
277334301 12502 12492
167851653 52091 52221
255882738 20375 20460
948636132 20629 20924
975391842 32965 32517
296932549 48687 48338
786616830 78489 78371
799847312 86837 86449
45742471 6864 6946
465995078 62330 62657
262311939 32427 32804
759207203 22436 22377
258305914 42848 42497
134018181 20515 20115
546859561 44084 44091
635722711 20542 20629
116220085 80204 80094
453989021 62521 62676
915661533 96862 96672
828700621 44177 44195
407977110 26156 26484
862925 14523 14101
568822833 32138 32647
441033465 80392 80511
734059319 96872 96185
947395693 24047 24667
611120127 10769 10383
345277845 68877 68793
291955544 38465 38800
526285713 12551 12703
915884381 12955 12642
459750157 48547 48140
175773744 70893 70757
168767382 80535 80622
382498035 18560 18800
395297694 32194 32591
668441311 90208 90844
846415538 58141 58387
277333262 78000 78765
424941933 54765 54205
107375020 78384 78502
469557436 6682 6949
589650773 56707 56529
484131440 42097 42194
982071610 62168 62068
410003993 46829 46354
435842055 96321 96507
722028160 58068 58174
566378886 32569 32548
126200892 90878 90610
209914084 6308 6268
953217055 2287 2355
845563417 22756 22068
297084055 26556 26800
637529854 66404 66302
579769075 4808 4488
745925174 24250 24992
450822223 94953 94952
267640629 42619 42900
71982678 14930 14961
42789437 34112 34026
41000960 66471 66748
239050034 30205 30623
761369227 2767 2276
946205373 52664 52482
575322611 14752 14821
486167306 830 525
334819502 84617 84012
174115884 54593 54382
179566810 86989 86886
424004950 40453 40955
592107874 52618 52979
688011384 76401 76455
299852994 18907 18327
10423357 26501 26148
392110546 42593 42456
39365626 8198 8601
464062550 4683 4385
229385247 98792 98601
565311382 36219 36373
724798042 80893 80608
944659973 70209 70359
425311580 92940 92813
363139372 94234 94264
749118064 2839 2508
67128771 96450 96230
87185644 40799 40239
438411369 28382 28424
267912542 54044 54644
164861380 46087 46665
261159252 24024 24147
44477538 28561 28412
234930129 92075 92963
826322544 14281 14720
686692432 34747 34139
774613280 42958 42350
215827218 86106 86589
546798976 74272 74171
915363808 56052 56807
290644774 24067 24352
643856406 70226 70840
757184978 16342 16180
819647486 36975 36663
157543038 62369 62275
405550606 12205 12534
220548061 54772 54287
976609285 22196 22648
638333491 12093 12576
795755325 28412 28220
193591765 88608 88250
302430149 52502 52030
235742812 86522 86518
571945455 6663 6748
941215213 92728 92685
459979473 40778 40161
496267837 18118 18753
209615612 90329 90156
397658848 42314 42883
20342941 16213 16136
218177620 48854 48337
580538723 18387 18058
137383260 58965 58308
302063279 14032 14281
591014373 28959 28550
920063922 12872 12345
707601307 14133 14520
755909051 94375 94613
707313785 72236 72807
968826646 6269 6312
99681372 58937 58289
146046389 72457 72291
145382482 30457 30973
301570350 48366 48102
781494340 50913 50543
646321295 58938 58012
280367990 82938 82784
788555173 84509 84255
771081763 20310 20311
699808157 40195 40529
812123029 36541 36468
806771014 12918 12566
608247054 82238 82258
617916655 64945 64486
589639781 78068 78627
778766019 80297 80515
847119541 20265 20375
440393288 88946 88358
261062099 18283 18796
556396468 84303 84052
837119948 64521 64786
399551342 66893 66003
430475238 68927 68621
794942429 98682 98095
69122334 60790 60213
758994025 44967 44660
198192897 82761 82432
855843397 30068 30646
709578963 94904 94687
620335925 50138 50710
908506352 96990 96615
635876198 8457 8455
814478162 24240 24065
117672243 74771 74941
764503396 10715 10133
266806159 28996 28899
577522406 44016 44590
788550253 98080 98873
923657593 66823 66813
96177154 30943 30066
399894179 34148 34006
294448706 4967 4887
348533114 70039 70120
322180538 84017 84022
99297661 26358 26264
667546363 76860 76833
557636102 80492 80652
672553781 86613 86215
479100612 92977 92981
150402647 94138 94083
24985775 90270 90126
663108528 2998 2272
680223100 22698 22479
33377841 68326 68826
924508146 10042 10875
189553099 52477 52835
607818955 94553 94318
449706217 34310 34484
993405073 22652 22465
132659078 54726 54940
776735151 58921 58642
176807441 22395 22334
431644331 34317 34141
772322368 70103 70466
935296216 54479 54507
506093739 76818 76830
649211951 64285 64051
513819670 64729 64651
923853479 28203 28919
149720805 50195 50102
739454740 86270 86450
607046244 22693 22544
106826745 54367 54847
979979095 96532 96725
138378134 84973 84855
367799839 92449 92251
508809799 30713 30159
784638433 12624 12311
527155432 34459 34465
489167585 22716 22086
725785341 86176 86781
218616722 68314 68217
726028021 80023 80990
594971822 16065 16109
451140569 22201 22547
602441101 376 803
902518344 26276 26767
165178272 78766 78640
977277926 14595 14640
510733437 60658 60422
288102438 66800 66496
488827582 92117 92691
109473070 52023 52270
826711737 70943 70562
747658497 98631 98499
387952678 38054 38418
275885239 76493 76644
967627323 80820 80825
749568933 50789 50057
546990285 22233 22690
343103178 80374 80774
304607547 52540 52271
105673833 42531 42436
139263219 16479 16576
357510370 60470 60715
106942159 96337 96643
57438156 48359 48454
92562174 26857 26065
448055338 82669 82513
493802193 72586 72747
149373842 34740 34003
644226547 30772 30152
351502902 40212 40359
627781933 92127 92013
454787805 58180 58936
128986552 6589 6965
403555921 62738 62445
719955784 62543 62688
492064871 98572 98555
564564355 96632 96509
857021416 34703 34344
755843849 14133 14739
540169809 44432 44910
663105796 94463 94948
643660288 22897 22110
622856740 54332 54283
466004073 36825 36384
174738875 10093 10144
309438782 48972 48187
891580945 64783 64593
338533706 2130 2175
655208078 48777 48401
491318179 30507 30301
8180080 90046 90622
26397053 38866 38482
589248633 94844 94637
300484072 86599 86094
287447506 70516 70152
908800687 68152 68671
751353921 86480 86186
454000981 58068 58390
538151715 66433 66803
520412542 64637 64868
875323985 70492 70586
150315300 44682 44967
107876508 92066 92712
194106525 12660 12767
812004192 60994 60685
967528857 20938 20541
433584614 14006 14117
763052048 4981 4096
577549071 8389 8999
36228954 94829 94151
600462455 70580 70611
513139739 68597 68256
49839575 24410 24602
303334148 20093 20481
556075860 70574 70677
401118370 22691 22414
627224057 74089 74588
152519444 38076 38247
66050283 40675 40563
464693792 24597 24080
22839179 64323 64217
804048818 34065 34206
479786366 70966 70392
527526780 46072 46184
939818672 50446 50002
817519599 36437 36306
557730249 8586 8237
580575351 42183 42842
394575965 42246 42371
782266348 36849 36901
544817948 80144 80355
11883932 78123 78243
964914971 16153 16757
763170783 86307 86354
597466029 54369 54303
231183356 2427 2174
180423219 44585 44687
960063078 2377 2692
438205975 8211 8152
205826787 76959 76204
976230865 80300 80973
964025093 66907 66873
306080621 38631 38720
372348357 8109 8393
906508037 82023 82926
649461986 8976 8521
971669417 64254 64281
304180304 68608 68608
555220874 60487 60944
129410378 38022 38069
26456835 20752 20221
102707562 42492 42002
59328760 52502 52438
443521985 2984 2508
930769109 8874 8429
156945310 84413 84016
405350917 94312 94981
873939275 6907 6727
581735876 22016 22414
630548683 76189 76217
620034441 36676 36459
218814509 22046 22297
596566540 54604 54451
706721451 10425 10595
923090126 38157 38132
680155682 94201 94885
543953295 80779 80718
934075483 10813 10442
769923371 6003 6453
952847389 84251 84938
32666063 64144 64389
446504784 98571 98535
174549893 28971 28975
7037952 42114 42443
620184407 22622 22440
22079168 24258 24906
552580800 4830 4672
227335611 62639 62331
604415272 88064 88042
977385624 60046 60473
401678058 86008 86804
73955975 90984 90714
615790085 34445 34141
576554002 46694 46338
38132934 44281 44910
106767057 78890 78212
259946543 96691 96048
174952937 26573 26119
173424112 16815 16265
147202031 24880 24222
29227290 64489 64320
791677323 68297 68906
516089156 50908 50696
84612835 844 258
101565282 24292 24706
220969756 32334 32917
408219864 72818 72884
615133086 86443 86264
391481731 44396 44437
315425811 24116 24715
566187556 14399 14482
410820584 76031 76085
26585518 76405 76378
376057522 78276 78395
455921036 92896 92500
576081151 32041 32037
724636061 16880 16146
33513811 36804 36435
485182787 34157 34965
983076264 96648 96543
589540354 12049 12308
689503108 14559 14723
298985633 60834 60435
806386233 40780 40911
67690562 82405 82373
66598450 78239 78322
400138225 2303 2014
53039170 8225 8689
642686837 86004 86283
529498506 82545 82986
419628237 32246 32882
8243334 62313 62526
965135987 72013 72189
78679015 48810 48135
717969437 36038 36299
720602769 10071 10566
209005155 52868 52332
118776869 52716 52653
805992659 20684 20045
571742363 10514 10888
736840299 311 900
459205918 18165 18735
784379820 42626 42060
903881412 84717 84562
503735483 44563 44680
579872880 20047 20848
76508402 94916 94552
917938486 2536 2723
76857528 90392 90480
994976846 2071 2873
639109781 14691 14037
85380808 16681 16492
934854375 10475 10507
816636889 22579 22537
252052478 98576 98738
651535421 38403 38181
962138592 94551 94750
65324149 44307 44808
3007625 438 854
236630397 34524 34264
914530780 44349 44675
104153695 44148 44227
655556663 60900 60886
979293574 12885 12746
209799005 62554 62923
641997214 42367 42134
269166353 6317 6119
92384560 30537 30040
908775273 80987 80318
94791575 26543 26071
797612135 26805 26295
208469447 24154 24590
362759526 76200 76579
955456494 14575 14555
65676787 86214 86108
833315480 51 908
850907229 80194 80475
385413601 78469 78727
706806798 980 730
922413251 12932 12645
645072523 22952 22009
442302000 6017 6920
187355253 2824 2171
142029847 90623 90251
572487562 74112 74714
643110816 12232 12662
153409715 98914 98069
677671765 54586 54834
945944086 6838 6390
398998210 58927 58894
297768452 86814 86374
629015369 20772 20063
763337510 52171 52552
178640328 88215 88880
349215889 221 164
711990253 86636 86401
833867139 8714 8715
369538090 68122 68888
651117485 40447 40741
843931531 14825 14310
348617650 98557 98314
292902317 10973 10777
248395846 4653 4712
872299598 30849 30866
753147755 60116 60896
651337348 16654 16660
79758715 64635 64459
784843790 46392 46248
181088018 80158 80926
871789068 26983 26110
661728463 80085 80358
643352791 18588 18978
68310726 88959 88266
246284241 76818 76653
48111793 6664 6204
656175762 52824 52964
781492491 54186 54455
565855535 20334 20384
613278193 28248 28001
689003596 88738 88193
617149552 82545 82342
534998067 92213 92768
401898966 58759 58071
348350177 72475 72417
884706327 48150 48610
993535269 90495 90673
713205872 48284 48496
337054064 70592 70666
950636808 60136 60801
844840781 54685 54300
338916323 88647 88691
86982768 20441 20220
798229907 2518 2106
599992902 40213 40276
449717878 48702 48441
293044959 44209 44739
797424307 42359 42183
975340120 72020 72603
185607519 60344 60516
816764233 50989 50621
685693450 32030 32191
300714867 44042 44608
647370783 90265 90797
6466811 70771 70820
526489616 94926 94648
308176764 14454 14846
730028797 20572 20100
875727605 30137 30871
590082808 24683 24991
301352613 46122 46948
810450597 4434 4487
551863020 24839 24808
246853679 38687 38589
496241844 68306 68379
807515175 4624 4964
909778950 50656 50442
4661278 58167 58316
148199665 86599 86292
987732187 80875 80069
751649612 74897 74664
459098480 762 789
465067293 54914 54268
435647016 32684 32824
357015637 78716 78410
736973944 68573 68919
47308229 78158 78844
213367152 78076 78705
737968316 60206 60770
98419724 18327 18486
209670565 2909 2751
690114671 70155 70582
288448836 96302 96623
388199991 78218 78107
475125004 28161 28029
886497667 34658 34680
30493953 18567 18445
948643885 10157 10739
969401107 46025 46098
68850341 30426 30814
854679566 74180 74660
252142370 60221 60724
16524326 20815 20610
539116228 76365 76635
659094873 22185 22363
421854660 64159 64517
559080795 38309 38373
514172082 78269 78434
435476440 38802 38207
3024911 74684 74069
242670135 4792 4847
358210613 58731 58018
812089668 24374 24368
663230804 84679 84342
990639259 34490 34898
677520972 70525 70926
650250079 14955 14448
315578699 22624 22685
350801745 92637 92748
327820761 6376 6750
725110733 72616 72860
484443976 56828 56929
178231269 74390 74229
705986469 76348 76539
514169465 4797 4338
723983456 72224 72310
844742268 92271 92667
56388386 32706 32902
135427742 62465 62806
978215391 84185 84820
249367978 58899 58498
776610413 88378 88012
52643246 24317 24263
579957795 18417 18673
724337810 60242 60261
36962894 86580 86590
931328633 24879 24909
139896272 90568 90659
495618748 68277 68283
92425335 44507 44865
495725421 84771 84332
789784863 98395 98343
580223059 62839 62091
163539549 98891 98528
383985545 88546 88888
728147517 12943 12077
788753431 30146 30082
700183151 76095 76104
232132524 94139 94917
251440538 930 457
783294999 44243 44463
900097193 10126 10475
549037547 12708 12605
705036425 20036 20054
225822960 82463 82966
761101712 78513 78735
100429286 18747 18101
262237283 44780 44073
533262896 90451 90863
25278865 48391 48595
394400260 86611 86528
230623410 84649 84701
60260562 12591 12746
99340435 26790 26403
576719403 94236 94681
831489168 4285 4140
578474764 92092 92768
863752766 84388 84795
258037297 44001 44271
541601336 40318 40954
606071650 60920 60877
605495820 62673 62852
186404314 62943 62681
851573133 2319 2426
333545502 64704 64493
343552225 40909 40241
505978693 48542 48943
901594642 52492 52861
840243027 42783 42695
714865224 74904 74140
733719039 815 893
378161414 34272 34389
77688620 58459 58093
130021614 4144 4664
319504563 2162 2883
356797071 48291 48040
209011319 30973 30845
734558815 62250 62824
278298167 24841 24266
944421147 6197 6827
86672459 16878 16971
886432008 40359 40413
726527628 2041 2722
839787553 2033 2758
620371791 96827 96346
659499443 54943 54666
919872262 32882 32325
622608939 98619 98542
305743186 12621 12046
487329730 52936 52255
811040448 96887 96879
603652156 8264 8420
128076640 66858 66827
108289787 42643 42525
55518749 18767 18891
956270546 92009 92946
999936060 2675 2700
57528667 78852 78163
258183552 16390 16103
572459924 94334 94694
474652640 34369 34441
272471788 10796 10057
