100000 100000
862301373 777038374 17670
124115292 740403235 78089
171902868 569085002 44517
983555173 745765655 34150
423511026 179335835 12637
360246641 214702528 31787
936049252 507559654 29788
122383307 488599593 32795
973046167 265905819 76523
886547338 151690078 8665
824251192 625599197 45775
312012450 928662667 48784
472036243 6109708 78463
489787621 354426809 3110
646441260 487004722 69655
670843399 287246882 79361
2715360 536831903 29329
570162629 285306062 96173
458135011 178439026 57410
322592694 630754995 45956
468818147 890104337 46696
788778422 583227275 93959
894778037 157561364 73933
893395466 995308589 81785
80777180 413962163 51497
686773067 852632877 84369
976342168 502928882 67954
877896351 347297094 70357
446453738 960276679 38926
879208834 226480103 25789
137603192 675738335 50970
846982360 519165283 52315
752033138 9232044 83226
498757253 306651807 76722
379237515 202304358 98818
736004845 798124790 94632
490467055 106025906 21094
603556544 660065139 82431
78266149 835639484 35410
765869190 313613580 62846
800367843 277291063 76818
189820339 294374851 9912
744930071 326374429 35911
462622477 94059948 5769
81169376 614762502 1564
229470524 624993803 70643
405737105 313838577 86452
345249043 397882566 16372
619037995 486042593 46585
875862315 229235435 24529
985220956 910699487 67177
301237741 356407950 68518
535978779 916835956 54802
457920022 963727515 73430
222828060 286719973 83366
146108158 535088437 95709
306029837 41528102 32372
410944769 50947048 53942
524156987 203612082 2784
152033834 371936177 81163
743937430 347329764 26412
241842516 587338425 45966
551629884 84402642 15667
377407929 42198348 18200
898482468 335985844 33346
510237175 275659991 83607
928991501 428389679 35211
806383900 17421325 85832
996271590 234287659 15623
199412771 519856073 45662
220447036 605079181 79037
293817919 872025982 91782
969023977 366224722 88841
842193369 758761192 20967
812252793 476145160 38568
843092450 113510974 60379
964793261 691621387 87187
52255578 335655230 29780
603574414 522489823 71095
786827942 850888238 85603
409813966 718581835 37639
789006175 587501797 16117
890301826 476699073 85905
898457769 159452028 84121
504190657 330136646 65841
607144857 499362251 76690
220506426 743628089 51693
853209255 331767492 64535
907037051 79799866 32198
608471065 313271690 68490
79055504 958293703 1536
362632006 103846479 12314
446230646 900240989 10948
246251225 952448936 39166
603575155 437135834 83858
877709907 471272150 35402
515990032 498858237 70142
896834799 661880565 54313
798888120 943895305 58290
823213395 320646821 47948
958148980 759524680 8484
517101395 668006939 23047
70360007 302935014 13285
88362215 571193138 23140
548186341 781297279 58852
85822047 346891578 28456
2068953 987404379 60018
731496331 830156284 78422
525040350 945639893 40994
361148246 330564622 12571
886041682 958792280 23860
657142256 24456661 59425
803549905 983708238 94252
846064256 1525293 8917
102511305 735929189 55407
120642655 587405831 64592
946766267 180585899 27699
206958334 642742443 37538
735623643 134834154 58312
445553721 56802877 18831
502278420 615009910 65740
512556196 941655791 62742
939228124 84910968 72632
496514945 687182979 25538
469853667 722302628 228
948691778 515864 52799
125956363 586469117 25055
608300359 846617741 68490
875989903 44518517 57329
855970483 806047387 75897
845953491 439258055 85862
258540302 209941218 68721
383437283 854508067 33508
988106976 14768264 50977
170061581 581244242 47962
459673974 999985807 96597
262183561 860332435 87443
260196186 247666130 84630
994350230 874633253 53743
685849847 99169603 2337
853465086 39905145 82047
76120221 545580738 52170
340483607 499324861 29018
688827214 83407267 10838
643446568 126168096 28193
34064516 657153164 77070
260267482 433163774 16334
684328934 726306820 34227
822296907 362822668 12129
213634645 694596028 3088
831449881 656858174 47301
578399885 490400572 38552
751196870 428256245 26711
370550808 840197309 20686
845969465 35253726 35573
350585949 315646373 64823
148016070 539783818 84172
589056813 240391947 3049
451438508 63364205 27552
822341070 888765735 50994
964933312 435435567 42128
673214614 280081411 24754
617338727 242317348 99637
127285367 728611990 91754
22089624 248706506 23200
946482782 430366989 94402
766207061 259405182 75738
623724674 294659391 95698
251494560 776429823 24369
500317587 48941871 56447
100522826 692751699 6407
492634669 970370733 83585
219877475 580983788 23922
455960985 485759600 88557
794050101 618605763 98765
834001458 773301209 12346
505074356 648634319 78843
311987248 798608059 40483
155978382 478796573 66696
719085924 87699598 6899
338247147 570616041 87660
336062831 716347235 31614
335075928 35437343 36355
680309730 898214203 52511
188835605 758887480 47614
549368982 712382053 85038
521343341 560875133 12447
165557511 657207201 87961
675367816 842465495 25022
643383236 172425061 23063
934439920 532822843 63378
637017736 635783396 11148
656561517 179956416 16427
839470599 773679901 47920
473834710 458572334 96861
373321653 690038873 23322
423534507 234492667 11994
903808382 430455391 38285
39601637 435962132 30227
989544633 342665451 41560
41681775 34132816 58122
968999556 48983313 64550
401553675 937602113 34222
571691778 426510073 20138
604804932 140493353 47229
263801986 988594191 77863
704589634 850408252 18426
364645297 462394780 49581
578912946 560639258 66674
794004148 671286982 21376
920754576 471237044 58651
53990847 654713915 89235
739257417 178686932 65778
515901403 28146554 25071
635508207 946532764 10365
380682423 133020092 75607
845576815 426860012 61527
635875583 164234114 39468
538663872 602414922 98434
733557138 689128601 91843
271664821 442406383 5702
539611731 241050030 33677
626036665 271888966 10553
768362097 765694700 23691
145272018 947266801 5382
936309228 398452567 5539
700597474 892464157 42794
90401757 983301000 33231
935947975 779106125 56120
482389347 44550378 97296
980219932 551708087 88190
601002239 676640855 55771
310202574 102066836 98604
766029795 205026625 82247
269186401 66652259 47916
997589516 96708203 50422
743482378 944242500 48302
973197457 505434897 89108
701129063 599559909 45112
617301161 712873069 71242
513849161 535050385 64160
479883715 13440309 85369
437633019 500446763 17490
744536394 980358506 58999
675193001 792722572 61166
632836871 766551840 4881
688059312 241253162 70613
244589679 696558194 91649
564568800 180399626 32152
833321945 869725317 44443
725058702 752545848 22084
960000144 623535158 23305
129028634 595617474 50595
704988857 785855741 92483
913154465 466322553 68078
389399319 574528924 79348
8511735 211025957 28128
560921209 497218311 39942
271312857 553376231 83251
522891505 251550147 16361
976401604 759303950 20327
245442867 649327755 99654
846773213 942793945 2990
456125553 877712548 72803
863270477 76280354 83149
783015045 58203358 30516
23031455 35363018 81555
574233847 803991093 35229
627723554 432386365 68020
861809218 850596487 39440
605899467 411659405 41894
655035086 256448677 28499
899657933 324353972 85036
774646551 853460435 57445
239766731 334296237 9129
873036403 455445854 87777
543910213 119788423 93118
658051690 25264304 61948
218342973 880257001 72154
270150969 438448719 25608
32640418 789942346 41491
355444130 707349210 63333
627945427 611101524 3177
727716451 552364065 59104
738869265 951390378 21194
13469632 354288763 36229
609109941 145264000 91373
855939019 415250573 49272
372573955 250026559 71322
585162017 885071859 30137
172419134 187278731 87851
456553088 844226441 12745
267072151 868739058 25115
363908914 200547523 48768
565605665 719835674 83429
578744588 100882409 22901
851946362 267116270 44025
683673287 102012190 91975
125625659 343007465 954
393636170 63427360 49029
571910257 929914212 59455
630117 704103404 37046
100330041 707263701 58508
126965858 83251918 458
474550628 263106843 71944
614343546 374644413 53394
564009352 806978481 28725
726121640 300309471 53135
693066369 526776839 29340
239617973 732150883 30359
92840933 646539937 17482
121562213 251597041 73986
605290246 696717382 39989
913321668 852934472 73487
417356108 944943 79594
83751398 488748681 50604
135779969 740031366 80669
643894984 470287418 339
358194965 912315112 25607
940710703 692548181 10977
50306542 295460414 89332
541780800 369732269 27044
361152552 669898173 6422
805064240 261410861 64979
733544466 782836805 288
610223580 583117925 30904
869518581 660959187 96143
832045348 636923525 42956
84420569 69735908 44919
961005844 546072940 58390
700960063 13854320 92146
235946466 982170753 61329
302354716 758274345 81885
212905568 504126581 59542
648137347 326306350 9094
263384489 122742985 185
620428087 121218670 5415
554036982 979799726 83443
4007664 300045431 5101
603730066 233150770 72001
381349186 891598577 93378
638227722 932689751 99178
756201937 499034226 93052
621861797 890653047 30413
192945170 850426567 64110
599938783 199251397 87420
538204028 861869355 27042
120688833 643792998 55228
396139821 975651573 84301
77392330 737290260 32879
51606061 551010666 4191
762959757 537467636 96603
322007398 42197490 8193
803783207 612024878 53398
868703822 298460154 28443
310469396 912945257 7592
63879880 252261143 25592
182812496 198647977 12816
149836067 541757838 54517
313148224 913236531 70702
792366240 791455235 5547
429687228 560802240 33126
253911741 28272705 5246
141460291 557429166 18862
948679543 426103658 76234
434113789 746096104 49585
867331179 889790279 15571
442916714 44276711 98098
653147235 806408672 434
957309976 7539417 97882
45411052 816558676 43207
422547347 96493612 19208
831827630 146849709 53777
173393250 853804606 1197
80817705 363653243 16579
507331360 188467198 63974
515354380 855799695 38017
758080583 38400263 51604
695110685 446819088 5757
108306597 394719915 95754
959803811 513797533 80280
33082480 947398283 41806
167391587 377342327 37456
410690860 21290078 49062
37829185 499971672 50219
568439191 351104118 9682
402640085 897956215 96878
524847637 340327824 73807
303002777 358874519 83452
528563204 353074018 83864
408573734 479498415 72767
873071414 488094576 5229
693282279 819541217 69830
226934023 184918464 46061
850071819 304162594 10179
429649121 597938234 95599
613176875 680668036 72560
236952772 765035807 49911
654040893 593666173 92874
434259029 21642949 80409
211702156 79461352 27771
285973358 253128370 82905
678853297 977035342 17695
688652302 369410934 76973
477738043 72631204 42943
12706536 181430504 19464
310795504 328527366 77133
602708935 877040039 15784
401133470 689149749 42595
401281040 862354827 99362
177670869 204654985 80870
608930561 808706648 84229
162082639 23840868 27063
479619709 117903904 77335
619998040 92604080 31146
944996189 323221876 66248
783118963 282586541 83439
775255093 328570739 91749
950770364 274760933 4169
604336958 514059954 33193
821862633 527123651 92240
128934463 35375248 55228
264732037 617427474 6947
341882026 43435127 86513
483096986 195331527 29009
63102247 629564519 27748
72725199 812695212 81348
557096713 657248242 23127
204012625 774684326 27721
758719358 540009221 80861
925597629 170754859 42674
605942772 703190199 52842
910608468 295084242 90861
755464934 70336013 27610
763160696 324818545 82187
961482115 433906820 15238
140914482 637594723 46456
351249833 941093956 60342
770212048 3254776 45399
364282785 267924520 90326
458019883 858111977 89318
952531851 19048002 10511
985614409 717941035 94396
867585808 51932679 6611
386934039 955561475 19939
513976642 943173101 5231
95439253 798357631 26908
756190258 757843871 77081
338823679 116663258 61382
501487040 452177607 51560
881331578 155037801 96594
99442465 926428182 97429
223881563 701181363 15500
202649250 470608274 77477
892910493 432372400 24906
817933393 41955772 65552
81625759 830011317 66651
241083683 356970075 22822
383796621 395129561 14138
300718212 272574323 20239
321735214 762747767 40700
169633718 143819174 94323
756202175 475797332 74449
341237731 779879548 93063
458214886 835943769 80154
326008865 566998441 33862
67828373 639538127 70441
688858235 496834676 12683
627045331 363621681 80616
207727833 165833029 77422
772621341 240330687 28252
266138965 922861692 32430
47027919 752701130 71695
346183252 927504245 80555
683586079 989878194 18529
952860914 85492678 84245
14801698 94585824 21497
954394945 134334602 27331
246643323 815152190 15853
973481068 857406889 26676
452600141 82095578 81651
834967598 934167065 825
929819566 807851696 56009
674829267 551477308 36958
417565380 251996622 87083
680169985 76374108 97213
562104722 524244622 36331
740218897 133952866 84233
318395231 283098045 94559
484861927 509685238 75510
942016688 774636530 29008
739837172 542921418 63615
232623746 237785139 13191
76914565 47574090 76112
320367751 719843205 38329
200044024 101947085 82703
940273629 525637721 56693
691165828 33998381 34391
916601276 15157871 91037
861466990 321874359 23409
370189343 51788841 66347
478424299 24946364 5798
272609351 347795128 77658
25223547 451587246 90000
684223813 816202161 37520
669640111 801406611 84457
374368521 587918362 87533
9045147 454477636 9202
613034969 358483842 88420
439037068 479933042 99781
418976414 812315016 40356
240315832 566447817 9761
256985249 279819282 70251
321162109 170013845 41379
310766710 368638581 24475
324618493 35351441 7243
190391620 350020110 68430
949261342 803942273 95392
654053772 423269819 65510
887331604 190694523 57451
793620494 777186439 3398
483251877 521295854 44650
816778709 396501112 94619
465970683 223674263 42071
430591245 356367847 85233
370618006 643536426 13610
484384927 419276640 84489
850694708 205757313 2747
582711031 616059033 10561
958340049 964899637 51498
444814217 462496988 81896
730795336 631445086 9667
366037743 969455547 55989
113180370 265554201 11082
388529115 986486882 62784
606572269 829825853 42390
327645572 155555273 89876
439155133 990413829 95609
366796894 751973146 96077
50038330 870885684 2348
8535248 845951060 84208
389550827 82438596 74296
856497303 772622692 39881
899880686 265233483 69188
875843739 741284790 87924
140840427 27031931 50246
105961715 502311779 71432
979918811 288641247 66284
968041827 49793534 65947
775635993 378196305 53200
803484323 171539924 144
154204431 79617070 58440
469799495 518307251 28502
524541833 76177853 87459
607229298 664371399 11158
71404077 644002952 24816
171893118 539501828 73643
115848228 314513419 22404
152317482 804837944 91880
793141041 639203178 74682
99129344 955181475 41018
587467850 305464654 37325
91120218 357545868 68486
45933351 141116735 13129
13722103 553585426 4715
458962404 338942158 30235
251848815 406005647 78842
642137933 301496037 98541
449397907 772925368 73193
305771840 606248313 61652
75271430 687003206 76717
994997239 923851253 8958
967032485 677363759 77364
710453123 105109446 58226
351275880 849443200 60052
368847534 964076853 72026
315792560 817928618 38393
786070936 19250539 22954
472831077 465322105 90624
633678556 712693348 44970
7395020 657879876 9835
422205835 509443074 33220
713324337 349699559 86898
813140293 966028140 19345
709355498 634862513 16475
636565636 247056841 17611
334453693 744493947 88041
484365781 194225394 78447
10722503 149829284 19390
695188716 146117609 83892
423554172 640255792 95800
985557043 185000531 73489
710277824 964359642 13225
92551728 801680571 96305
611219282 413268322 91546
973345921 818360185 73582
124597128 889664216 30665
413413281 167210101 30659
237636403 185851995 44531
847504775 892064166 33927
813604312 782890312 23841
196671242 589273038 84635
267791044 606937196 54668
519799902 466840105 99302
664032071 635764109 8789
727076799 247581260 62082
345602852 686167621 17802
861831215 88347527 96441
200702336 415371261 28371
599878097 404513253 33002
139571035 231760292 34925
417373162 949205875 18836
277760033 975920370 64252
830003295 550741728 58130
513937894 664152855 61719
301576211 301050437 9496
111281827 210128146 69501
410668176 557710992 54249
379094165 144557716 6643
608085982 225287963 1395
664113329 610748361 2100
832389846 414783199 94191
980830692 867102596 89419
205145213 368913721 36633
72659569 300060867 57249
479053540 7685413 12223
216391370 813586431 79898
651730549 790137305 1042
8684424 517263377 91666
25386350 964965243 17119
830555367 840420838 44595
382890881 126629763 62210
715931945 451973907 9979
362051484 651622130 21248
936605093 743171153 15802
317965643 905901158 21193
924044700 214275282 52021
532258152 162096006 14841
381135730 145132891 87067
484335274 320753708 25294
605417623 632948360 24559
307990069 478644679 76107
75151247 676615694 16073
353619143 839183411 48281
633259317 681791634 26865
400035174 239770957 8815
840886517 766790682 96629
636195661 547030030 19750
566645984 648712837 90394
150925329 219345974 26596
987644575 74403794 59123
25153936 559312694 27609
118172263 657573192 70705
504934919 176188559 13387
604539065 27420403 49337
781832601 74629569 50231
722051305 734007562 78656
770707561 887379189 93250
5583504 466220014 99115
462399890 711170117 61303
254237051 79006843 61314
905521988 918044285 33648
512841818 372822224 71011
968452758 323701971 94132
800894841 993256831 39641
981308249 461141991 43156
338113729 477880813 62125
499017166 411143282 76622
801092169 977200447 28762
399474332 883113759 56772
607450769 971555467 13599
738492974 154013400 94728
639113733 429793451 33225
839999307 710533976 13335
449693249 555586313 62456
303210112 21178448 44078
430190846 180383791 13435
339200114 279913155 66607
857373106 163228709 4821
602262575 659588278 12331
339642650 961045662 80295
701166942 587286960 28424
497892011 103580152 21443
750734832 702983919 5479
496396139 699572884 8953
793875784 351590449 38769
384898375 788747204 11198
647258576 87555404 8723
736272259 372783140 11941
205500123 576181961 3983
32788265 797429288 70984
424222861 538384666 62073
435668094 207206370 99379
695636779 748734043 56510
465891706 309437826 90946
448136311 678168103 38521
4763857 408976453 18240
342271713 731669758 13453
873564587 378835732 45674
308318933 969377615 11950
722245519 628996609 56355
394799078 108969324 47802
783887804 62489198 67215
342578481 182411683 42093
109285928 317316564 90142
17494901 661933464 91308
862026096 120502524 26229
785549106 672077409 36918
130266625 462341893 55267
25153279 978471599 86607
791376866 513390361 37647
286294674 540117883 65000
413673639 977932467 90542
676040763 220307496 55563
163662446 60740216 26199
345279735 337835887 32961
619685001 716947478 96812
145194258 185441538 24480
966485501 493019472 6442
36435143 299779715 786
70531804 55661554 1279
402748187 754714043 59846
446710629 840829862 32227
958597800 710849473 85876
471574305 915636021 8173
638387985 149827538 67428
574010092 506835412 15141
691617638 13552090 80838
91221939 486405067 33409
677044922 228616984 17293
186327181 471780818 50548
274124435 699842206 56566
3821332 148300080 8350
103700233 988383377 60602
893363930 169494448 81327
639932853 918414030 74372
101923352 469324683 87512
28096681 351276930 7249
399026025 267046201 95915
168192973 630323437 34160
552832206 350249705 16753
938809111 721383194 39445
71640580 414699978 96449
926918545 109905368 19915
622390336 755410888 5343
225656868 289182481 83033
949606664 248947171 42183
933606068 253697766 12676
697550308 60591483 8228
333006596 33866257 99166
891446306 218233663 16201
709433693 389347037 71023
337831195 369504095 55028
901255881 349293512 95530
642085406 222450768 68561
642328620 793058619 46588
387867562 762469641 38191
723774231 393983031 63061
541363456 713782094 36806
42387880 794982593 70113
388072387 548385868 40239
335742552 34017838 6491
34445883 159756220 74662
590110359 289485217 29345
968126222 851197104 66160
620371631 416027146 56738
864187703 631840162 11143
47265921 212201335 95034
740904972 356855529 74951
154551447 555051342 85018
169283112 213714279 47227
868765544 546387701 68181
255286717 932826455 23820
803320675 524950647 26959
427396525 884560277 93268
31887496 849477573 91073
133263835 347740481 47074
706282345 760979907 38918
342113088 835002454 95268
951023518 678275099 67104
409636403 387436991 3402
270915867 162298167 94116
680022313 601027172 73869
123275285 40856009 53625
313820405 509752541 86209
188086413 168313085 73802
729464064 797197336 82810
999233972 84984639 74840
801781353 785266264 74
408856765 77581293 20072
394081393 424134456 11260
914837566 936768040 90103
873741913 905792260 61134
405052804 489895226 72764
620466629 743177473 64586
743737794 97618962 24868
226130031 698253302 51722
141523505 288508077 25648
52836875 547091845 60672
423426441 407391820 48216
188089729 994679773 17024
18825163 164658126 5387
863897106 746711283 92259
620173229 908257387 52863
87688787 716318716 6387
381598238 780301890 9442
318319333 657971656 70520
170880280 906502687 26559
859262735 195526504 80058
198985432 855955112 26874
793694169 657582909 54811
627382920 923084383 11076
434772964 211309408 32854
591325943 36249588 26926
810172809 721436444 45546
125755160 228818142 88573
76396239 969045951 77257
210907367 869731332 17739
344726791 806894071 34023
806126075 655465297 53953
400152070 760517277 19388
790228526 287808796 64945
688074531 225512718 13204
870030001 212022642 86624
549859804 842220957 29960
716799848 240453270 63231
55893893 45889500 14516
760122202 91865027 58557
741596479 931430270 29980
769505256 363514699 82464
84007422 961855169 73325
536711853 515625215 20273
631198488 927446358 83415
322753489 91613719 55689
279872100 392050934 14016
953669629 85510990 39454
861117752 535992614 75308
461373850 725754981 8899
480334132 842310104 25597
679748650 439687132 17502
950968467 796344803 72823
954420976 511396660 25437
592410734 261765623 61288
762478731 46341284 28563
777973299 356397415 77187
948230723 126729778 19966
376988161 494753819 81862
343614158 274628187 71723
318425964 756625724 23538
706249140 833936643 5941
270255220 84359297 16198
916902607 416219470 30173
263151654 759581346 56674
97446391 207058468 36263
418239603 269264123 98092
144720373 920576364 40552
817420956 352741467 99223
127362440 853606375 14662
807855514 729844927 13798
372379708 337029159 6602
142339274 749621016 97068
93533141 932348253 32012
174505301 10731534 96700
59320514 237224114 95996
837379057 374037258 40463
262227922 219395553 80832
331388946 336873531 44571
11374069 769671603 16490
326646307 644720325 15748
754036730 549901283 91192
775035849 560899927 67746
771891866 275924933 18667
564339648 400539147 37357
81268810 393923890 20279
637170020 569733378 62063
187076195 375636399 25438
607427513 915599615 72633
418072105 184973252 76143
411872751 59225322 30240
182384055 398637594 317
475032702 722541041 68262
941553652 76595054 74549
196787537 808101729 30140
257395167 337458271 60912
938769779 68798701 37100
828725774 721100468 72509
563877060 37678026 80836
642104595 979841796 68882
413072650 720988468 16247
937706883 582309812 7796
356680483 385921324 95231
521554913 259733421 69040
390869177 945886210 63556
198279419 557392246 13330
918591689 776748833 50811
583283816 510298875 50754
3348523 3025665 30646
343053588 98150228 35365
448651245 951817058 95963
964226213 280517156 19770
295951393 376772617 66921
680900221 878195453 26779
50502573 493560514 71092
624580847 71859391 28966
421932696 160849901 15690
419908546 928005642 90965
475771167 557185584 40143
706977642 248136033 40691
888430957 519474593 35296
926351578 2754622 52260
214856084 339062321 94594
511222797 161095785 85403
456714600 319536401 40913
599498818 623262482 80497
725647436 187462326 90173
81535889 466557185 31393
171608326 468315197 95964
616077001 868568559 30881
308755232 194545793 21794
87577907 489630906 76363
109549635 511929605 80018
250808165 28633499 56738
720585381 982981948 67125
214478133 666701842 2489
462930387 279252495 47817
369372215 346669046 86801
7080919 886191415 88271
492959956 133084862 91779
842797509 360203799 11848
467348313 117458972 19889
614798735 114369962 53387
98108466 112063448 2644
161423542 362176122 94195
149954874 774325349 86294
623683412 634756645 1043
661856269 545220023 72448
212661909 303395065 35394
454451817 501445607 464
148301104 478044440 31323
851227785 66472784 35760
836853221 476219957 6534
820948410 248586733 7601
211734100 80093734 13757
522497505 957081914 13348
786626948 425773684 69852
86303889 311772943 87469
9193939 464453357 24283
154794000 941619121 84102
471084271 232399345 76988
940077321 335536449 39789
133679215 996522266 35464
649346355 26134225 75172
904584872 315305975 31866
578293796 715032986 98211
709503660 555393488 8470
887033303 126535410 23362
163638661 821544992 13825
5558947 293988077 32724
315115652 253152812 38766
578823376 156554691 61345
294691645 423995785 61941
217645450 398918663 57251
44435776 497154521 83587
618394141 353788813 43847
903699057 233717089 47182
289912423 441766797 70031
876836824 137808856 52575
859046887 106337990 94070
245766249 459264687 90302
538194301 280988676 97525
539309366 749640898 81957
